,title,conference,year,authors,abstract,pdf_path,pdf_url,code_url,relevant,tran_flag
57,OVER-NAV: Elevating Iterative Vision-and-Language Navigation with Open-Vocabulary Detection and StructurEd Representation,CVPR,2024,"Ganlong Zhao, Guanbin Li, Weikai Chen, Yizhou Yu",Recent advances in Iterative Vision-and-Language Navigation(IVLN) introduce a more meaningful and practical paradigm of VLN by maintaining the agent's memory across tours of scenes. Although the long-term memory aligns better with the persistent nature of the VLN task it poses more challenges on how to utilize the highly unstructured navigation memory with extremely sparse supervision. Towards this end we propose OVER-NAV which aims to go over and beyond the current arts of IVLN techniques. In particular we propose to incorporate LLMs and open-vocabulary detectors to distill key information and establish correspondence between multi-modal signals. Such a mechanism introduces reliable cross-modal supervision and enables on-the-fly generalization to unseen scenes without the need of extra annotation and re-training. To fully exploit the interpreted navigation data we further introduce a structured representation coded Omnigraph to effectively integrate multi-modal information along the tour. Accompanied with a novel omnigraph fusion mechanism OVER-NAV is able to extract the most relevant knowledge from omnigraph for a more accurate navigating action. In addition OVER-NAV seamlessly supports both discrete and continuous environments under a unified framework. We demonstrate the superiority of OVER-NAV in extensive experiments.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhao_OVER-NAV_Elevating_Iterative_Vision-and-Language_Navigation_with_Open-Vocabulary_Detection_and_StructurEd_CVPR_2024_paper.pdf,,2,最近的迭代视觉与语言导航（IVLN）领域取得了重大进展，通过在场景之间保持Agent的记忆，引入了更具意义和实用的VLN范式。尽管长期记忆更符合VLN任务的持久性特征，但如何利用高度非结构化的导航记忆与极度稀疏的监督之间提出了更多挑战。为此，我们提出了OVER-NAV，旨在超越当前IVLN技术的先进水平。具体而言，我们提出将LLMs和开放词汇探测器纳入其中，以提炼关键信息并建立多模态信号之间的对应关系。这种机制引入了可靠的跨模态监督，并实现了对未见场景的实时泛化，无需额外标注和重新训练。为了充分利用解释后的导航数据，我们进一步引入了结构化表示编码的全图图表，以有效整合整个行程中
58,Generating Enhanced Negatives for Training Language-Based Object Detectors,CVPR,2024,"Shiyu Zhao, Long Zhao, Vijay Kumar B G, Yumin Suh, Dimitris N. Metaxas, Manmohan Chandraker, Samuel Schulter",The recent progress in language-based open-vocabulary object detection can be largely attributed to finding better ways of leveraging large-scale data with free-form text annotations. Training such models with a discriminative objective function has proven successful but requires good positive and negative samples. However the free-form nature and the open vocabulary of object descriptions make the space of negatives extremely large. Prior works randomly sample negatives or use rule-based techniques to build them. In contrast we propose to leverage the vast knowledge built into modern generative models to automatically build negatives that are more relevant to the original data. Specifically we use large-language-models to generate negative text descriptions and text-to-image diffusion models to also generate corresponding negative images. Our experimental analysis confirms the relevance of the generated negative data and its use in language-based detectors improves performance on two complex benchmarks. Code is available at https://github.com/xiaofeng94/Gen-Enhanced-Negs.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhao_Generating_Enhanced_Negatives_for_Training_Language-Based_Object_Detectors_CVPR_2024_paper.pdf,https://github.com/xiaofeng94/Gen-Enhanced-Negs,2,语言驱动的开放词汇目标检测取得了最近的进展，主要归功于找到更好的方法来利用带有自由形式文本标注的大规模数据。训练这种模型，使用判别性目标函数已被证明是成功的，但需要良好的正负样本。然而，物体描述的自由形式和开放词汇的性质使得负样本空间非常庞大。先前的工作随机采样负样本或使用基于规则的技术来构建它们。相比之下，我们提议利用现代生成模型中构建的丰富知识来自动构建更与原始数据相关的负样本。具体来说，我们使用大型语言模型生成负文本描述，并使用文本到图像扩散模型生成相应的负图像。我们的实验分析证实了生成的负数据的相关性，并在两个复杂基准上使用语言驱动的检测器改善了性能。源代码可在 https://
59,Depth-Aware Concealed Crop Detection in Dense Agricultural Scenes,CVPR,2024,"Liqiong Wang, Jinyu Yang, Yanfu Zhang, Fangyi Wang, Feng Zheng",Concealed Object Detection (COD) aims to identify objects visually embedded in their background. Existing COD datasets and methods predominantly focus on animals or humans ignoring the agricultural domain which often contains numerous small and concealed crops with severe occlusions. In this paper we introduce Concealed Crop Detection (CCD) which extends classic COD to agricultural domains. Experimental study shows that unimodal data provides insufficient information for CCD. To address this gap we first collect a large-scale RGB-D dataset ACOD-12K containing high-resolution crop images and depth maps. Then we propose a foundational framework named Recurrent Iterative Segmentation Network (RISNet). To tackle the challenge of dense objects we employ multi-scale receptive fields to capture objects of varying sizes thus enhancing the detection performance for dense objects. By fusing depth features our method can acquire spatial information about concealed objects to mitigate disturbances caused by intricate backgrounds and occlusions. Furthermore our model adopts a multi-stage iterative approach using predictions from each stage as gate attention to reinforce position information thereby improving the detection accuracy for small objects. Extensive experimental results demonstrate that our RISNet achieves new state-of-the-art performance on both newly proposed CCD and classic COD tasks. All resources will be available at https://github.com/Kki2Eve/RISNet.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Wang_Depth-Aware_Concealed_Crop_Detection_in_Dense_Agricultural_Scenes_CVPR_2024_paper.pdf,https://github.com/Kki2Eve/RISNet,2,这篇论文介绍了 Concealed Crop Detection (CCD)，该方法将经典的 Concealed Object Detection (COD) 扩展到农业领域。为了解决 CCD 中单模态数据提供信息不足的问题，作者首先收集了一个大规模的 RGB-D 数据集 ACOD-12K，其中包含高分辨率的作物图像和深度图。然后，作者提出了一个名为 Recurrent Iterative Segmentation Network (RISNet) 的基础框架。为了解决密集物体的挑战，他们使用多尺度感受野来捕捉不同尺寸的物体，从而增强了对密集物体的检测性能。通过融合深度特征，他们的方法可以获取有关隐蔽物体的空间信息，以减轻复杂背景和遮挡带来的干扰。此外，他们的模型采用了多阶段迭代方法，利用每个阶段的预测作为门控注意力来加强位置信息，从而提
60,SHiNe: Semantic Hierarchy Nexus for Open-vocabulary Object Detection,CVPR,2024,"Mingxuan Liu, Tyler L. Hayes, Elisa Ricci, Gabriela Csurka, Riccardo Volpi",Open-vocabulary object detection (OvOD) has transformed detection into a language-guided task empowering users to freely define their class vocabularies of interest during inference. However our initial investigation indicates that existing OvOD detectors exhibit significant variability when dealing with vocabularies across various semantic granularities posing a concern for real-world deployment. To this end we introduce Semantic Hierarchy Nexus (SHiNe) a novel classifier that uses semantic knowledge from class hierarchies. It runs offline in three steps: i) it retrieves relevant super-/sub-categories from a hierarchy for each target class; ii) it integrates these categories into hierarchy-aware sentences; iii) it fuses these sentence embeddings to generate the nexus classifier vector. Our evaluation on various detection benchmarks demonstrates that SHiNe enhances robustness across diverse vocabulary granularities achieving up to +31.9% mAP50 with ground truth hierarchies while retaining improvements using hierarchies generated by large language models. Moreover when applied to open-vocabulary classification on ImageNet-1k SHiNe improves the CLIP zero-shot baseline by +2.8% accuracy. SHiNe is training-free and can be seamlessly integrated with any off-the-shelf OvOD detector without incurring additional computational overhead during inference. The code is open source.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Liu_SHiNe_Semantic_Hierarchy_Nexus_for_Open-vocabulary_Object_Detection_CVPR_2024_paper.pdf,,1,语义层次关联 (SHiNe) 是一种使用类层次结构中的语义知识的新型分类器，它离线运行，包括三个步骤：i) 检索每个目标类别的类层次结构中相关的超类别和子类别；ii) 将这些类别整合成基于层次结构的句子；iii) 融合这些句子嵌入以生成关联分类器向量。在各种检测基准上进行的评估表明，SHiNe提高了对不同词汇粒度的鲁棒性，当使用地面真相层次结构时，mAP50 可达 +31.9%，同时保留了使用大型语言模型生成的层次结构的改进。此外，当应用于ImageNet-1k的开放词汇分类时，SHiNe将CLIP零样本基准的准确率提高了 +2.8%。SHiNe无需训练，可与任何现成的OvOD检测器无缝集成，而
61,RadSimReal: Bridging the Gap Between Synthetic and Real Data in Radar Object Detection With Simulation,CVPR,2024,"Oded Bialer, Yuval Haitman",Object detection in radar imagery with neural networks shows great potential for improving autonomous driving. However obtaining annotated datasets from real radar images crucial for training these networks is challenging especially in scenarios with long-range detection and adverse weather and lighting conditions where radar performance excels. To address this challenge we present RadSimReal an innovative physical radar simulation capable of generating synthetic radar images with accompanying annotations for various radar types and environmental conditions all without the need for real data collection. Remarkably our findings demonstrate that training object detection models on RadSimReal data and subsequently evaluating them on real-world data produce performance levels comparable to models trained and tested on real data from the same dataset and even achieves better performance when testing across different real datasets. RadSimReal offers advantages over other physical radar simulations that it does not necessitate knowledge of the radar design details which are often not disclosed by radar suppliers and has faster run-time. This innovative tool has the potential to advance the development of computer vision algorithms for radar-based autonomous driving applications.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Bialer_RadSimReal_Bridging_the_Gap_Between_Synthetic_and_Real_Data_in_CVPR_2024_paper.pdf,,1,通过神经网络在雷达图像中进行目标检测在改进自动驾驶方面具有巨大潜力。然而，从真实雷达图像中获取标注数据集对于训练这些网络至关重要，在长距离检测和恶劣的天气和光照条件下尤为具有挑战性，雷达的性能在这些情况下表现出色。为了解决这一挑战，我们提出了一种创新的物理雷达模拟工具RadSimReal，能够生成带有各种雷达类型和环境条件的合成雷达图像，并附带注释，而无需真实数据收集。显著的是，我们的研究结果表明，在RadSimReal数据上训练目标检测模型，然后在真实数据上评估，产生的性能水平与在相同数据集上训练和测试的模型相媲美，甚至在跨不同真实数据集测试时表现更好。RadSimReal相对于其他物
62,Bootstrapping Autonomous Driving Radars with Self-Supervised Learning,CVPR,2024,"Yiduo Hao, Sohrab Madani, Junfeng Guan, Mohammed Alloulah, Saurabh Gupta, Haitham Hassanieh",The perception of autonomous vehicles using radars has attracted increased research interest due its ability to operate in fog and bad weather. However training radar models is hindered by the cost and difficulty of annotating large-scale radar data. To overcome this bottleneck we propose a self-supervised learning framework to leverage the large amount of unlabeled radar data to pre-train radar-only embeddings for self-driving perception tasks. The proposed method combines radar-to-radar and radar-to-vision contrastive losses to learn a general representation from unlabeled radar heatmaps paired with their corresponding camera images. When used for downstream object detection we demonstrate that the proposed self-supervision framework can improve the accuracy of state-of-the-art supervised baselines by 5.8% in mAP. Code is available at https://github.com/yiduohao/Radical.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Hao_Bootstrapping_Autonomous_Driving_Radars_with_Self-Supervised_Learning_CVPR_2024_paper.pdf,https://github.com/yiduohao/Radical,2,自主车辆感知使用雷达技术已经引起了研究人员的增加关注，因为它能够在雾和恶劣天气下运行。然而，训练雷达模型受到昂贵和难以注释大规模雷达数据的限制。为了克服这一瓶颈，我们提出了一个自监督学习框架，利用大量未标记的雷达数据为自动驾驶感知任务预训练仅雷达嵌入。所提出的方法结合了雷达到雷达和雷达到视觉对比损失，从未标记的雷达热图以及相应的摄像头图像中学习通用表示。在用于下游目标检测时，我们证明了所提出的自我监督框架可将最先进的有监督基准的准确性提高了5.8% 的mAP。该代码可在 https://github.com/yiduohao/Radical 上找到。
63,Visual Fact Checker: Enabling High-Fidelity Detailed Caption Generation,CVPR,2024,"Yunhao Ge, Xiaohui Zeng, Jacob Samuel Huffman, Tsung-Yi Lin, Ming-Yu Liu, Yin Cui",Existing automatic captioning methods for visual content face challenges such as lack of detail content hallucination and poor instruction following. In this work we propose VisualFactChecker (VFC) a flexible training-free pipeline that generates high-fidelity and detailed captions for both 2D images and 3D objects. VFC consists of three steps: 1) proposal where image-to-text captioning models propose multiple initial captions; 2) verification where a large language model (LLM) utilizes tools such as object detection and VQA models to fact-check proposed captions; 3) captioning where an LLM generates the final caption by summarizing caption proposals and the fact check verification results. In this step VFC can flexibly generate captions in various styles following complex instructions. We conduct comprehensive captioning evaluations using four metrics: 1) CLIP-Score for image-text similarity; 2) CLIP-Image-Score for measuring the image-image similarity between the original and the reconstructed image generated by a text-to-image model using the caption. 3) human study on Amazon Mechanical Turk; 4) GPT-4V for fine-grained evaluation. Evaluation results show that VFC outperforms state-of-the-art open-sourced captioning methods for 2D images on the COCO dataset and 3D assets on the Objaverse dataset. Our study demonstrates that by combining open-source models into a pipeline we can attain captioning capability comparable to proprietary models such as GPT-4V despite being over 10x smaller in model size.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Ge_Visual_Fact_Checker_Enabling_High-Fidelity_Detailed_Caption_Generation_CVPR_2024_paper.pdf,,2,本研究提出了VisualFactChecker （VFC），这是一个灵活的无需训练的管道，用于生成2D图像和3D对象的高保真和详细说明。VFC包括三个步骤：1）提议，其中图像到文本字幕模型提出多个初始字幕；2）验证，一个大型语言模型（LLM）利用对象检测和VQA模型等工具对提出的字幕进行事实检查；3）字幕，LLM通过总结字幕提议和事实检查验证结果生成最终字幕。在这一步中，VFC可以灵活生成各种风格的字幕，遵循复杂的说明。我们使用四个度量标准进行了全面的字幕评估：1）用于衡量图像文本相似性的CLIP-Score；2）用于测量由文本到图像模型生成的原始图像和重建图像之间的图像相似性的CLIP-Image-Score。3）亚马逊机械土耳其
64,SceneFun3D: Fine-Grained Functionality and Affordance Understanding in 3D Scenes,CVPR,2024,"Alexandros Delitzas, Ayca Takmaz, Federico Tombari, Robert Sumner, Marc Pollefeys, Francis Engelmann",Existing 3D scene understanding methods are heavily focused on 3D semantic and instance segmentation. However identifying objects and their parts only constitutes an intermediate step towards a more fine-grained goal which is effectively interacting with the functional interactive elements (e.g. handles knobs buttons) in the scene to accomplish diverse tasks. To this end we introduce SceneFun3D a large-scale dataset with more than 14.8k highly accurate interaction annotations for 710 high-resolution real-world 3D indoor scenes. We accompany the annotations with motion parameter information describing how to interact with these elements and a diverse set of natural language descriptions of tasks that involve manipulating them in the scene context. To showcase the value of our dataset we introduce three novel tasks namely functionality segmentation task-driven affordance grounding and 3D motion estimation and adapt existing state-of-the-art methods to tackle them. Our experiments show that solving these tasks in real 3D scenes remains challenging despite recent progress in closed-set and open-set 3D scene understanding methods.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Delitzas_SceneFun3D_Fine-Grained_Functionality_and_Affordance_Understanding_in_3D_Scenes_CVPR_2024_paper.pdf,,2,现有的3D场景理解方法主要集中在3D语义和实例分割上。然而，仅仅识别物体及其部分只构成了与更细粒度目标有效互动的中间步骤，该目标是与场景中的功能性交互元素（如手柄、旋钮、按钮）进行交互以完成各种任务。为此，我们引入了SceneFun3D，这是一个大规模数据集，包含710个高分辨率真实世界3D室内场景的14.8k多个高度准确的交互注释。我们还附带运动参数信息，描述如何与这些元素进行交互，以及涉及在场景环境中操作它们的各种自然语言任务描述。为展示我们数据集的价值，我们提出了三项新任务，即功能分割任务驱动的契合性基础以及3D运动估计，并改编现有的最先进方法来处理它们。我们的实验证明，尽管在封闭集和开放集3D
65,Learning Transferable Negative Prompts for Out-of-Distribution Detection,CVPR,2024,"Tianqi Li, Guansong Pang, Xiao Bai, Wenjun Miao, Jin Zheng",Existing prompt learning methods have shown certain capabilities in Out-of-Distribution (OOD) detection but the lack of OOD images in the target dataset in their training can lead to mismatches between OOD images and In-Distribution (ID) categories resulting in a high false positive rate. To address this issue we introduce a novel OOD detection method named 'NegPrompt' to learn a set of negative prompts each representing a negative connotation of a given class label for delineating the boundaries between ID and OOD images. It learns such negative prompts with ID data only without any reliance on external outlier data. Further current methods assume the availability of samples of all ID classes rendering them ineffective in open-vocabulary learning scenarios where the inference stage can contain novel ID classes not present during training. In contrast our learned negative prompts are transferable to novel class labels. Experiments on various ImageNet benchmarks show that NegPrompt surpasses state-of-the-art prompt-learning-based OOD detection methods and maintains a consistent lead in hard OOD detection in closed- and open-vocabulary classification scenarios. Code is available at https://github.com/mala-lab/negprompt.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Li_Learning_Transferable_Negative_Prompts_for_Out-of-Distribution_Detection_CVPR_2024_paper.pdf,https://github.com/mala-lab/negprompt,2,现有的提示学习方法在Out-of-Distribution (OOD)检测方面表现出一定的能力，但是在它们的训练中目标数据集中缺乏OOD图像可能会导致OOD图像与In-Distribution (ID)类别之间出现不匹配，从而导致高误报率。为了解决这个问题，我们引入了一种名为'NegPrompt'的新颖OOD检测方法，用于学习一组负面提示，每个提示代表给定类标的负面含义，以划分ID和OOD图像之间的边界。它仅使用ID数据学习这些负面提示，而无需依赖外部异常值数据。此外，当前方法假定所有ID类别的样本都是可用的，使它们在开放词汇学习场景中无效，推理阶段可能包含在训练期间不存在的新ID类别。相比之下，我们学到的负面提示是可转移的到新的类别标签上。在各种ImageNet基准测试上的实验证明
66,Exploring Region-Word Alignment in Built-in Detector for Open-Vocabulary Object Detection,CVPR,2024,"Heng Zhang, Qiuyu Zhao, Linyu Zheng, Hao Zeng, Zhiwei Ge, Tianhao Li, Sulong Xu",Open-vocabulary object detection aims to detect novel categories that are independent from the base categories used during training. Most modern methods adhere to the paradigm of learning vision-language space from a large-scale multi-modal corpus and subsequently transferring the acquired knowledge to off-the-shelf detectors like Faster-RCNN. However information attenuation or destruction may occur during the process of knowledge transfer due to the domain gap hampering the generalization ability on novel categories. To mitigate this predicament in this paper we present a novel framework named BIND standing for Bulit-IN Detector to eliminate the need for module replacement or knowledge transfer to off-the-shelf detectors. Specifically we design a two-stage training framework with an Encoder-Decoder structure. In the first stage an image-text dual encoder is trained to learn region-word alignment from a corpus of image-text pairs. In the second stage a DETR-style decoder is trained to perform detection on annotated object detection datasets. In contrast to conventional manually designed non-adaptive anchors which generate numerous redundant proposals we develop an anchor proposal network that generates anchor proposals with high likelihood based on candidates adaptively thereby substantially improving detection efficiency. Experimental results on two public benchmarks COCO and LVIS demonstrate that our method stands as a state-of-the-art approach for open-vocabulary object detection.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Zhang_Exploring_Region-Word_Alignment_in_Built-in_Detector_for_Open-Vocabulary_Object_Detection_CVPR_2024_paper.pdf,,1,开放词汇的目标检测旨在检测与训练中使用的基本类别独立的新颖类别。大多数现代方法遵循从大规模多模态语料库中学习视觉语言空间的范式，并随后将所获知识转移到像Faster-RCNN这样的现成检测器的过程。然而，在知识转移过程中可能会发生信息衰减或破坏，由于领域差异阻碍了对新颖类别的泛化能力。为了缓解这种困境，在本文中我们提出了一种名为BIND的新颖框架，它消除了需要替换模块或将知识转移到现成检测器的需求。具体而言，我们设计了一个具有编码器-解码器结构的两阶段训练框架。在第一阶段，训练图像文本双编码器以从图像文本对的语料库中学习区域-单词
67,Multi-agent Collaborative Perception via Motion-aware Robust Communication Network,CVPR,2024,"Shixin Hong, Yu Liu, Zhi Li, Shaohui Li, You He",Collaborative perception allows for information sharing between multiple agents such as vehicles and infrastructure to obtain a comprehensive view of the environment through communication and fusion. Current research on multi-agent collaborative perception systems often assumes ideal communication and perception environments and neglects the effect of real-world noise such as pose noise motion blur and perception noise. To address this gap in this paper we propose a novel motion-aware robust communication network (MRCNet) that mitigates noise interference and achieves accurate and robust collaborative perception. MRCNet consists of two main components: multi-scale robust fusion (MRF) addresses pose noise by developing cross-semantic multi-scale enhanced aggregation to fuse features of different scales while motion enhanced mechanism (MEM) captures motion context to compensate for information blurring caused by moving objects. Experimental results on popular collaborative 3D object detection datasets demonstrate that MRCNet outperforms competing methods in noisy scenarios with improved perception performance using less bandwidth.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Hong_Multi-agent_Collaborative_Perception_via_Motion-aware_Robust_Communication_Network_CVPR_2024_paper.pdf,,2,协作感知允许多个代理（如车辆和基础设施）之间共享信息，通过通信和融合获得对环境的综合认知。现有关于多代理协作感知系统的研究通常假设理想的通信和感知环境，忽略了现实世界中的姿势噪声、运动模糊和感知噪声等噪声影响。为填补这一空白，本文提出了一种新颖的具有运动感知性的鲁棒通信网络（MRCNet），以减轻噪声干扰，实现准确和鲁棒的协作感知。MRCNet包括两个主要组成部分：多尺度鲁棒融合（MRF）通过开发跨语义多尺度增强聚合来解决姿势噪声，融合不同尺度的特征；而增强运动机制（MEM）捕获运
68,Open-World Human-Object Interaction Detection via Multi-modal Prompts,CVPR,2024,"Jie Yang, Bingliang Li, Ailing Zeng, Lei Zhang, Ruimao Zhang",In this paper we develop MP-HOI a powerful Multi-modal Prompt-based HOI detector designed to leverage both textual descriptions for open-set generalization and visual exemplars for handling high ambiguity in descriptions realizing HOI detection in the open world. Specifically it integrates visual prompts into existing language-guided-only HOI detectors to handle situations where textual descriptions face difficulties in generalization and to address complex scenarios with high interaction ambiguity. To facilitate MP-HOI training we build a large-scale HOI dataset named Magic-HOI which gathers six existing datasets into a unified label space forming over 186K images with 2.4K objects 1.2K actions and 20K HOI interactions. Furthermore to tackle the long-tail issue within the Magic-HOI dataset we introduce an automated pipeline for generating realistically annotated HOI images and present SynHOI a high-quality synthetic HOI dataset containing 100K images. Leveraging these two datasets MP-HOI optimizes the HOI task as a similarity learning process between multi-modal prompts and objects/interactions via a unified contrastive loss to learn generalizable and transferable objects/interactions representations from large-scale data. MP-HOI could serve as a generalist HOI detector surpassing the HOI vocabulary of existing expert models by more than 30 times. Concurrently our results demonstrate that MP-HOI exhibits remarkable zero-shot capability in real-world scenarios and consistently achieves a new state-of-the-art performance across various benchmarks. Our project homepage is available at https://MP-HOI.github.io/.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Yang_Open-World_Human-Object_Interaction_Detection_via_Multi-modal_Prompts_CVPR_2024_paper.pdf,,1,本文提出了一种强大的多模态基于提示的HOI检测器MP-HOI，旨在利用文本描述进行开放集泛化，并利用视觉示例处理描述中的高歧义，实现在开放世界中的HOI检测。具体来说，它将视觉提示整合到现有的仅基于语言指导的HOI检测器中，以处理文本描述面临泛化困难的情况，并解决高互动模糊的复杂情景。为了便于MP-HOI的训练，我们构建了一个名为Magic-HOI的大规模HOI数据集，该数据集将六个现有数据集聚合到一个统一的标签空间中，形成了超过18.6万张图像，包含2.4K个对象、1.2K个动作和2万个HOI交互。此外，为了解决Magic-HOI数据集中的长尾问题，我们引入了一个用于生成真实注释HOI图像的自动化流程，并提出了SynHOI，一个包含10
69,Aligning and Prompting Everything All at Once for Universal Visual Perception,CVPR,2024,"Yunhang Shen, Chaoyou Fu, Peixian Chen, Mengdan Zhang, Ke Li, Xing Sun, Yunsheng Wu, Shaohui Lin, Rongrong Ji",Vision foundation models have been explored recently to build general-purpose vision systems. However predominant paradigms driven by casting instance-level tasks as an object-word alignment bring heavy cross-modality interaction which is not effective in prompting object detection and visual grounding. Another line of work that focuses on pixel-level tasks often encounters a large annotation gap of things and stuff and suffers from mutual interference between foreground-object and background-class segmentation. In stark contrast to the prevailing methods we present APE a universal visual perception model for aligning and prompting everything all at once in an image to perform diverse tasks i.e. detection segmentation and grounding as an instance-level sentence-object matching paradigm. Specifically APE advances the convergence of detection and grounding by reformulating language-guided grounding as open-vocabulary detection which efficiently scales up model prompting to thousands of category vocabularies and region descriptions while maintaining the effectiveness of cross-modality fusion. To bridge the granularity gap of different pixel-level tasks APE equalizes semantic and panoptic segmentation to proxy instance learning by considering any isolated regions as individual instances. APE aligns vision and language representation on broad data with natural and challenging characteristics all at once without task-specific fine-tuning. The extensive experiments on over 160 datasets demonstrate that with only one-suit of weights APE outperforms (or is on par with) the state-of-the-art models proving that an effective yet universal perception for anything aligning and prompting is indeed feasible. Codes and trained models are released at https://github.com/shenyunhang/APE.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Shen_Aligning_and_Prompting_Everything_All_at_Once_for_Universal_Visual_CVPR_2024_paper.pdf,https://github.com/shenyunhang/APE,1,最近，视觉基础模型被探索用于构建通用视觉系统。然而，主导的范式将实例级任务表现为对象-词对齐，带来了跨模态交互，这对于促进目标检测和视觉定位并不有效。另一方面，关注像素级任务的工作通常遇到事物和物体之间的大标注差距，并且在前景-对象和背景-类别分割之间遭受相互干扰。与当前方法形成鲜明对比，我们提出了 APE，这是一个通用的视觉感知模型，可以一次性在图像中对齐并促进所有事物，执行多样的任务，如检测、分割和定位，作为一个实例级句子-对象匹配范式。具体来说，APE通过将语言引导的定位重新构建为开放词汇检测，推进了检测和定位的融合，通过高效扩展模型提示到成千上
70,MaxQ: Multi-Axis Query for N:M Sparsity Network,CVPR,2024,"Jingyang Xiang, Siqi Li, Junhao Chen, Zhuangzhi Chen, Tianxin Huang, Linpeng Peng, Yong Liu",N:M sparsity has received increasing attention due to its remarkable performance and latency trade-off compared with structured and unstructured sparsity. However existing N:M sparsity methods do not differentiate the relative importance of weights among blocks and leave important weights underappreciated. Besides they directly apply N:M sparsity to the whole network which will cause severe information loss. Thus they are still sub-optimal. In this paper we propose an efficient and effective Multi-Axis Query methodology dubbed as MaxQ to rectify these problems. During the training MaxQ employs a dynamic approach to generate soft N:M masks considering the weight importance across multiple axes. This method enhances the weights with more importance and ensures more effective updates. Meanwhile a sparsity strategy that gradually increases the percentage of N:M weight blocks is applied which allows the network to heal from the pruning-induced damage progressively. During the runtime the N:M soft masks can be precomputed as constants and folded into weights without causing any distortion to the sparse pattern and incurring additional computational overhead. Comprehensive experiments demonstrate that MaxQ achieves consistent improvements across diverse CNN architectures in various computer vision tasks including image classification object detection and instance segmentation. For ResNet50 with 1:16 sparse pattern MaxQ can achieve 74.6% top-1 accuracy on ImageNet and improve by over 2.8% over the state-of-the-art. Codes and checkpoints are available at https://github.com/JingyangXiang/MaxQ.,,https://openaccess.thecvf.com/content/CVPR2024/papers/Xiang_MaxQ_Multi-Axis_Query_for_NM_Sparsity_Network_CVPR_2024_paper.pdf,https://github.com/JingyangXiang/MaxQ,2,本论文关注N:M稀疏性，与结构化和非结构化稀疏性相比，在性能和延迟的权衡方面表现出色，但现有的N:M稀疏性方法没有区分权重在块之间的相对重要性，未能充分重视重要权重。此外，它们直接将N:M稀疏性应用于整个网络，这将导致严重的信息丢失，因此仍然不够优化。本文提出了一种高效有效的多轴查询方法MaxQ来解决这些问题。在训练期间，MaxQ采用动态方法生成软N:M掩码，考虑跨多个轴的权重重要性，增强更重要的权重，并确保更有效的更新。同时，应用渐增N:M权重块百分比的稀疏策略，使网络逐渐从修剪引起的损害中恢复。在运行时，N:M软掩码可以预先计算为常量，并折叠进权
71,Hyperbolic Learning with Synthetic Captions for Open-World Detection,CVPR,2024,"Fanjie Kong, Yanbei Chen, Jiarui Cai, Davide Modolo","Open-world detection poses significant challenges as it requires the detection of any object using either object class labels or free-form texts. Existing related works often use large-scale manual annotated caption datasets for training which are extremely expensive to collect. Instead we propose to transfer knowledge from vision-language models (VLMs) to enrich the open-vocabulary descriptions automatically. Specifically we bootstrap dense synthetic captions using pre-trained VLMs to provide rich descriptions on different regions in images and incorporate these captions to train a novel detector that generalizes to novel concepts. To mitigate the noise caused by hallucination in synthetic captions we also propose a novel hyperbolic vision-language learning approach to impose a hierarchy between visual and caption embeddings. We call our detector ""HyperLearner"". We conduct extensive experiments on a wide variety of open-world detection benchmarks (COCO LVIS Object Detection in the Wild RefCOCO) and our results show that our model consistently outperforms existing state-of-the-art methods such as GLIP GLIPv2 and Grounding DINO when using the same backbone.",,https://openaccess.thecvf.com/content/CVPR2024/papers/Kong_Hyperbolic_Learning_with_Synthetic_Captions_for_Open-World_Detection_CVPR_2024_paper.pdf,,1,开放世界检测面临重大挑战，因为它需要使用对象类标签或自由文本来检测任何对象。现有相关工作通常使用大规模手动注释的标题数据集进行训练，这些数据集收集起来非常昂贵。相反，我们建议从视觉语言模型（VLMs）中转移知识，以自动丰富开放词汇的描述。具体而言，我们使用预训练的VLMs引导密集的合成标题，为图像中的不同区域提供丰富的描述，并将这些标题整合到训练一个新颖的检测器，该检测器可泛化到新概念。为了减轻合成标题中幻觉造成的噪音，我们还提出了一种新颖的双曲视觉语言学习方法，以在视觉和标题嵌入之间建立层次结构。我们将我们的检测器称为“HyperLearner”。我们在各种开放世界检
